Flow_ID,device,eth_Type,timeout,bord,permanent,priority,input,output,mac_src,mac_dst,ipv4_src,ipv4_dst,ip_proto,port_src,port_dst,flow_duration,tot_pkts,tot_bytes,timestamp
45880423835375915,of:0000000000000003,0x800,10,1,False,10,2,3,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,148,35345,44664210,12:17:43.207
45880424387047420,of:0000000000000003,0x800,10,1,False,10,2,3,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,528,132148,169505204,12:17:43.207
45880422808765777,of:0000000000000001,0x800,10,1,False,10,3,6,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,528,132157,169516958,12:17:43.197
45880423873995482,of:0000000000000001,0x800,10,1,False,10,3,6,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,148,35347,44667238,12:17:43.196
45880424569854520,of:0000000000000002,0x800,10,1,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,528,132150,169508232,12:17:43.152
45880424499753977,of:0000000000000002,0x800,10,1,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,148,35352,44674808,12:17:43.152
45880424764022713,of:00006a0c44499c45,0x800,10,0,False,10,5,1,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,530,132707,170243022,12:17:45.755
45880421670596078,of:00006a0c44499c45,0x800,10,0,False,10,5,1,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,151,35919,45370222,12:17:45.755
45880424253901671,of:00004e7de7353a40,0x800,10,0,False,10,3,1,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,530,132719,170257062,12:17:45.458
45880421291327728,of:00004e7de7353a40,0x800,10,0,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,150,35922,45373920,12:17:45.458
